ID,artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
12153,Ellie Goulding,Burn,5lF0pHbsJ0QqyIrLweHJPW,70,2012,dance,0.555,0.772,1,-5.007,1,0.0523,0.315,0,0.105,0.346,86.921,231213,4
18491,Mac DeMarco,My Kind of Woman,6jgkEbmQ2F2onEqsEhiliL,79,2012,edm,0.501,0.765,6,-7.063,0,0.0281,0.00294,0.49,0.184,0.46,91.771,190846,4
18492,Mac DeMarco,Freaking Out the Neighborhood,3HlK8txWAdtKMrbsqX40pl,74,2012,edm,0.565,0.832,8,-5.751,0,0.108,0.0638,0.0288,0.386,0.847,143.303,173889,4
19001,Wisin & Yandel,Algo Me Gusta De Ti,2FqoR7diymD1Eh7cVb3DMg,71,2012,electro,0.627,0.768,11,-5.296,0,0.0325,0.00291,0,0.0598,0.237,127.953,274947,4
20740,The Lumineers,Ho Hey,0W4Kpfp1w2xkY3PrV714B7,73,2012,folk,0.685,0.466,0,-9.074,1,0.0304,0.794,2.06E-06,0.0915,0.353,79.936,163133,4
20741,Passenger,Let Her Go,1KxwZYyzWNyZSRyErj2ojT,74,2012,folk,0.479,0.545,7,-7.346,1,0.0688,0.365,0,0.0963,0.243,74.897,252733,4
20742,Of Monsters and Men,Little Talks,2ihCaVdNZmnHZWt0fvAM7B,78,2012,folk,0.457,0.757,1,-5.177,1,0.032,0.0206,0,0.146,0.417,102.961,266600,4
20746,Phillip Phillips,Home,1EAgPzRbK9YmdOESSMUm6P,70,2012,folk,0.606,0.826,0,-6.04,1,0.0307,0.0256,1.56E-05,0.117,0.322,121.04,210173,4
20747,Phillip Phillips,"Gone, Gone, Gone",56sxN1yKg1dgOZXBcAHkJG,72,2012,folk,0.664,0.642,6,-5.961,1,0.038,0.129,0,0.114,0.501,118.002,209693,4
20757,Xavier Rudd,Follow The Sun,3Y7fpFZbHLpAvWJJYGehz0,70,2012,folk,0.611,0.394,0,-10.757,1,0.0416,0.534,4.68E-05,0.108,0.202,123.941,256267,4
32069,Kendrick Lamar,Money Trees,2HbKqm4o0w5wEeEFXm2sD4,79,2012,hip-hop,0.716,0.531,7,-7.355,1,0.122,0.0703,0,0.224,0.344,71.994,386907,4
32070,Frank Ocean,Lost,3GZD6HmiNUhxXYf8Gch723,82,2012,hip-hop,0.913,0.603,8,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,234093,4
32071,Chief Keef,Love Sosa,01Lr5YepbgjXAWR9iOEyH1,80,2012,hip-hop,0.772,0.413,0,-8.193,0,0.089,0.0361,0,0.111,0.211,131.965,246213,4
32072,Frank Ocean,Thinkin Bout You,7DfFc7a6Rwfi3YQMRbDMau,76,2012,hip-hop,0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83,200747,4
32073,Kendrick Lamar,Swimming Pools (Drank),6REbwUNlppTfcnV4d4ZoZi,76,2012,hip-hop,0.577,0.447,8,-5.892,1,0.277,0.00627,0.00022,0.0899,0.189,74.236,247800,4
32074,Meek Mill,Dreams and Nightmares,42zd6DYQ4o4SECmTITrM1U,73,2012,hip-hop,0.631,0.774,11,-2.459,1,0.3,0.468,0,0.281,0.44,79.745,230693,4
32075,Kendrick Lamar,Poetic Justice,2P3SLxeQHPqh8qKB6gtJY2,71,2012,hip-hop,0.779,0.572,6,-9.985,0,0.378,0.157,0,0.246,0.647,135.956,300160,4
32076,Kendrick Lamar,"Bitch, Don’t Kill My Vibe",4Pwjz3DfvfQWV0rO2V8jyh,71,2012,hip-hop,0.587,0.698,1,-8.948,1,0.0943,0.0152,0,0.442,0.0985,133.954,310720,4
32077,Frank Ocean,Pyramids,4QhWbupniDd44EDtnh2bFJ,72,2012,hip-hop,0.4,0.65,5,-6.104,0,0.0466,0.0118,7.62E-05,0.791,0.15,107.989,592920,4
32078,Frank Ocean,Super Rich Kids,0725YWm6Z0TpZ6wrNk64Eb,72,2012,hip-hop,0.739,0.419,3,-8.241,0,0.0854,0.219,0,0.196,0.58,60.493,304760,4
32080,Chief Keef,I Don't Like,1h6kgem1ai8vUgO1rZOwfB,71,2012,hip-hop,0.742,0.844,2,-4.622,1,0.0479,0.000634,0,0.0659,0.416,131.986,293840,4
32081,Chief Keef,Hate Bein' Sober,2oHM9KAdFdFvDCaE4V6RST,71,2012,hip-hop,0.82,0.47,8,-7.181,1,0.0458,0.00435,0,0.141,0.313,132.003,280173,4
32086,Kid Cudi,Pursuit Of Happiness - Extended Steve Aoki Remix,5PX4uS1LqlWEPL69phPVQQ,73,2012,hip-hop,0.722,0.687,0,-5.189,1,0.0556,0.00949,0.00413,0.0462,0.619,128.013,373627,4
32101,PSY,Gangnam Style (강남스타일),03UrZgTINDqvnUMbbIMhql,72,2012,hip-hop,0.727,0.937,11,-2.871,0,0.286,0.00417,0,0.091,0.749,132.067,219493,4
32111,Daddy Yankee,Limbo,3pDhN3qB33AOPhQEkUCaWt,74,2012,hip-hop,0.806,0.875,7,-3.817,1,0.088,0.0838,0.00192,0.065,0.917,125.063,224693,4
32119,Millonario & W. Corona,Éxtasis,3NqbKUOgaU2LgIFRbu4B12,73,2012,hip-hop,0.937,0.791,0,-5.242,1,0.087,0.0205,0.000234,0.0433,0.974,119.965,289013,4
32149,Canserbero,Maquiavélico,447r2keRxpkINmWYp83MlH,72,2012,hip-hop,0.554,0.868,11,-5.386,1,0.116,0.544,0,0.142,0.402,92.907,284709,4
32153,Canserbero,Es Épico,2kd0T6zgABT8P0s2h9QU5O,71,2012,hip-hop,0.665,0.816,0,-6.753,1,0.266,0.448,0,0.297,0.745,93.37,361979,4
32874,Pritam,Raabta,6FjbAnaPRPwiP3sciEYctO,73,2012,indian,0.657,0.581,0,-8.108,1,0.0298,0.699,1.82E-05,0.116,0.323,118.037,243578,4
33749,Alex G,Mary,5T0Ib1Hjhsua7qbGTczU7j,71,2012,indie-pop,0.693,0.467,4,-9.558,0,0.043,0.0497,0.452,0.107,0.402,105.958,197733,4
33750,Mitski,Liquid Smooth,3XCveEutwTaDiekRkkfdp9,72,2012,indie-pop,0.424,0.342,7,-9.469,0,0.0339,0.838,0,0.136,0.124,76.235,169773,4
33751,Owl City,Good Time,1kPpge9JDLpcj15qgrPbYX,76,2012,indie-pop,0.56,0.872,3,-4.269,1,0.14,0.0239,6.98E-06,0.371,0.682,126.05,205933,4
33794,Up Dharma Down,Tadhana,6FIEuf1JIzmCtach0gXpeG,70,2012,indie-pop,0.685,0.322,6,-13.2,1,0.0369,0.162,0.0299,0.0809,0.508,155.977,222447,4
36378,Linkin Park,BURN IT DOWN,7oVEtyuv9NBmnytsCIsY5I,74,2012,metal,0.585,0.972,9,-4.45,0,0.0534,0.0143,0,0.0707,0.585,110.006,230253,4
36380,Linkin Park,CASTLE OF GLASS,1r1fPuhj9H4VdXr7OK6FL5,73,2012,metal,0.615,0.911,1,-3.584,0,0.0278,0.0686,0.00188,0.0908,0.685,108,205400,4
40342,Bruno Mars,When I Was Your Man,0nJW01T7XtvILxQgC5J7Wh,87,2012,pop,0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,213827,4
40343,Rihanna,Diamonds,1z9kQ14XBSN0r2v6fx4IdG,75,2012,pop,0.564,0.71,11,-4.92,0,0.0461,0.00125,0,0.109,0.393,91.972,225147,4
40344,Rihanna,Pour It Up,76VtA90NKurNqaQpV126Ue,74,2012,pop,0.785,0.478,2,-8.735,1,0.0419,0.0254,0,0.0901,0.39,134.002,161200,4
40345,Rihanna,Loveeeeeee Song,3DZQ6mzUkAdHqZWzqxBKIK,72,2012,pop,0.71,0.598,5,-7.598,0,0.0319,0.508,0,0.0971,0.501,119.981,256320,4
40346,One Direction,What Makes You Beautiful,4cluDES4hQEUhmXj6TXkSo,82,2012,pop,0.726,0.787,4,-2.494,1,0.0737,0.009,0,0.0596,0.888,124.99,199987,4
40347,Rihanna,Stay,789CxjEOtO76BVD1A9yJQH,73,2012,pop,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12E-05,0.117,0.125,111.893,240707,4
40348,fun.,We Are Young (feat. Janelle Monáe),7a86XRg84qjasly9f6bPSD,72,2012,pop,0.378,0.638,10,-5.576,1,0.075,0.02,7.66E-05,0.0849,0.735,184.086,250627,4
40349,Lana Del Rey,Summertime Sadness,1Ist6PR2BZR3n2z2Y5R6S1,73,2012,pop,0.566,0.647,1,-6.815,0,0.0335,0.0477,0,0.121,0.22,111.96,264773,4
40350,Maroon 5,Payphone,4P0osvTXoSYZZC2n8IFH3c,70,2012,pop,0.739,0.756,4,-4.828,1,0.0394,0.0136,0,0.37,0.523,110.028,231387,4
40352,Alicia Keys,Girl on Fire,4esOae7i4rqTbAu9o5Pxco,76,2012,pop,0.482,0.706,9,-5.762,1,0.0607,0.135,0.00106,0.105,0.144,92.513,224920,4
40355,Taylor Swift,I Knew You Were Trouble.,6FB3v4YcR57y4tXFcdxI1E,76,2012,pop,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25E-06,0.0335,0.679,77.019,219720,4
40356,Justin Bieber,Beauty And A Beat,190jyVPHYjAqEaOGmMzdyk,75,2012,pop,0.602,0.843,0,-4.831,1,0.0593,0.000688,5.27E-05,0.0682,0.526,128.003,227987,4
40358,Harmless,Swing Lynn,3VCXx37jNGNOMns6z2OnvJ,73,2012,pop,0.464,0.945,2,-1.815,1,0.0401,0.0506,0.756,0.112,0.453,165.177,321438,4
40359,Adele,Skyfall,6VObnIkLVruX4UVyxWhlqm,76,2012,pop,0.346,0.552,0,-6.864,0,0.0282,0.417,0,0.114,0.0789,75.881,286480,4
40360,Taylor Swift,We Are Never Ever Getting Back Together,0VwNdo84DaVYLIkbVO86ND,74,2012,pop,0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65E-05,0.121,0.75,85.984,193147,4
40361,Justin Bieber,Boyfriend,3UGIZ8qcrMTwzLbx6Kttqt,72,2012,pop,0.717,0.55,10,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,96.976,171333,4
40363,One Direction,Live While We're Young,6Vh03bkEfXqekWp7Y1UBRb,73,2012,pop,0.663,0.857,2,-2.16,1,0.0544,0.0542,0,0.144,0.931,126.039,200213,4
40364,One Direction,Kiss You,4My8w8AA1JpG6E5SiAPvJL,73,2012,pop,0.637,0.93,4,-2.632,1,0.0511,0.0177,0,0.452,0.886,90.014,182867,4
40365,One Direction,They Don't Know About Us,6M31fPFCYB8Job3MCjjrDV,74,2012,pop,0.514,0.727,0,-6.131,1,0.0492,0.126,0,0.0978,0.37,147.917,200400,4
40367,One Direction,One Thing,5G2c6FsfTzgYUzageCmfXY,72,2012,pop,0.713,0.718,2,-3.806,1,0.0278,0.00233,0,0.0838,0.656,126.999,197600,4
40370,Michael Jackson,The Way You Make Me Feel - 2012 Remaster,0sKlV58cODrjxGFOyf9IXY,70,2012,pop,0.877,0.854,1,-4.523,1,0.147,0.0544,5.50E-05,0.144,0.54,114.472,298120,4
40372,One Direction,Little Things,0TAmnCzOtqRfvA38DDLTjj,73,2012,pop,0.709,0.22,7,-11.856,1,0.0327,0.811,0,0.175,0.53,110.076,219040,4
40408,Pablo Alborán,Dónde está el amor (feat. Jesse & Joy),0CjaLvAqN97KPVWgOJ1vbD,70,2012,pop,0.597,0.848,4,-5.458,1,0.0406,0.173,0,0.373,0.324,139.876,233896,4
40479,Vishal-Shekhar,Ishq Wala Love,1hQia6rxgfM1ly2hE3StWp,71,2012,pop,0.711,0.295,0,-12.377,0,0.0334,0.534,4.51E-05,0.0782,0.694,135.041,257973,4
43789,Imagine Dragons,Demons,3LlAyCYU26dvFZBDUIMb7a,73,2012,rock,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,175200,4
43790,Imagine Dragons,Radioactive,4G8gkOterJn0Ywt6uhqbhp,71,2012,rock,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,186813,4
43791,alt-J,Breezeblocks,3n69hLUdIsSa1WlRmjMZlW,71,2012,rock,0.615,0.658,5,-7.299,1,0.0343,0.096,0.000911,0.205,0.293,150.093,227080,4
45014,Alfredo Olivas,El Precio De La Soledad,179TZwPk0txEvjkraVTVKo,78,2012,sad,0.715,0.846,10,-3.665,1,0.18,0.129,2.57E-06,0.084,0.909,95.426,186360,4
50842,Frank Ocean,Pink Matter,1fOkmYW3ZFkkjIdOZSf596,70,2012,soul,0.392,0.233,11,-11.012,0,0.0587,0.951,0.000322,0.106,0.494,176.569,268813,3
56397,Fitz and The Tantrums,Out of My League,2AYEOC02WLhUiOoaig2SEH,71,2013,alt-rock,0.545,0.968,9,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,209386,4
56398,The Neighbourhood,Afraid,7brQHA2CgQpcMBiOlfiXYb,74,2013,alt-rock,0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,251187,4
56401,The Strokes,"Call It Fate, Call It Karma",3Y4rUyw7XBCK6hGHCOt6rp,70,2013,alt-rock,0.544,0.241,4,-14.779,0,0.03,0.983,0.774,0.101,0.359,109.437,204773,4
57299,Ludovico Einaudi,Experience,1BncfTJAWxrsxyT9culBrj,77,2013,ambient,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,315427,4
59168,Cage The Elephant,Cigarette Daydreams,2tznHmp70DxMyr2XhWLOW0,76,2013,blues,0.636,0.676,2,-3.442,1,0.0263,0.0807,0,0.0831,0.273,113.98,208760,4
59169,Cage The Elephant,Come a Little Closer,4sebUbjqbcgDSwG6PbSGI0,71,2013,blues,0.44,0.778,1,-1.786,0,0.0327,0.0265,1.04E-06,0.151,0.304,148.038,229347,4
61895,Tom Odell,Heal,4KlL5Bwlm4yHYxr0B2rHci,71,2013,chill,0.445,0.179,1,-12.938,1,0.0396,0.952,0.00056,0.107,0.119,72.246,193080,4
65399,Darius Rucker,Wagon Wheel,3xdjjKMcMOFgo1eQrfbogM,76,2013,country,0.537,0.66,9,-7.174,1,0.0296,0.455,0,0.135,0.574,148.096,298373,4
65400,Luke Bryan,Play It Again,03fT3OHB9KyMtGMt2zwqCT,72,2013,country,0.506,0.886,11,-3.225,1,0.0655,0.0916,0,0.0734,0.595,143.935,226867,4
65401,Luke Bryan,That's My Kind Of Night,5HGibWoxnkYSkl6mHmAlOE,70,2013,country,0.661,0.751,7,-2.909,1,0.0481,0.0571,0,0.105,0.875,109.995,190187,4
66269,Avicii,Wake Me Up,0nrRP2bk19rLc0orkWPQk2,84,2013,dance,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,4
66270,Big Sean,Beware,6bxUnsSGZCmoHHU5auwtps,70,2013,dance,0.7,0.554,1,-5.909,1,0.187,0.219,1.36E-06,0.419,0.0633,97.127,235187,4
66271,Justin Timberlake,Mirrors,4rHZZAmHpZrA3iH5zx8frV,76,2013,dance,0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,484147,4
66272,Lady Gaga,Applause,5ka2ajep9OAvU5Sgduhiex,77,2013,dance,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63E-06,0.143,0.738,139.945,212333,4
66273,Katy Perry,Dark Horse,4jbmgIyjGoXjY01XxatOx6,78,2013,dance,0.647,0.585,6,-6.123,1,0.0512,0.00314,0,0.165,0.353,131.934,215672,4
66275,Demi Lovato,Heart Attack,1V6gIisPpYqgFeWbMLI0bA,76,2013,dance,0.504,0.785,8,-4.802,1,0.104,0.0738,0,0.239,0.502,173.968,210840,4
66276,Katy Perry,Roar,27tNWlhdAryQY04Gb2ZhUI,77,2013,dance,0.671,0.771,7,-4.821,0,0.0316,0.00492,7.28E-06,0.354,0.436,90.003,223546,4
66277,Avicii,Hey Brother,4lhqb6JvbHId48OUJGwymk,77,2013,dance,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64E-05,0.0828,0.458,125.014,255093,4
66278,M.I.A.,Bad Girls,6nzXkCBOhb2mxctNihOqbb,73,2013,dance,0.639,0.912,1,-2.621,1,0.0615,0.00107,0,0.097,0.343,143.448,227520,4
66279,will.i.am,Scream & Shout,2iJuuzV8P9Yz0VSurttIV5,76,2013,dance,0.772,0.685,5,-6.849,1,0.0696,0.019,8.96E-05,0.131,0.501,130.033,283400,4
66281,Robin Thicke,Blurred Lines,0n4bITAu0Y0nigrz3MFJMb,74,2013,dance,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93E-06,0.0759,0.843,119.993,263827,4
66283,Selena Gomez,Come & Get It,6LoQHIo74tOzQ8EsLEkhgF,72,2013,dance,0.546,0.787,7,-4.1,0,0.0517,0.0101,0.00021,0.0809,0.573,79.979,231987,4
66284,Katy Perry,Unconditionally,009ImBOrIUlWgla8U05RAC,77,2013,dance,0.432,0.725,7,-4.862,1,0.0431,0.00273,0,0.208,0.353,128.902,228879,4
66304,Ariana Grande,Daydreamin',2CcQDI2IDhHbmBIFup58JE,73,2013,dance,0.675,0.648,7,-6.003,1,0.0317,0.234,0,0.561,0.322,114.051,211293,3
66317,Avicii,Addicted To You,4eDYMhIin1pSLIG96f1aD0,70,2013,dance,0.569,0.785,1,-4.057,0,0.0457,0.0505,1.12E-06,0.086,0.303,128.031,148387,4
66792,Simple Minds,Don't You (Forget About Me) - Remastered 2001,2u96akbqgCRtkjfLMYrgZo,73,2013,dance,0.666,0.788,2,-7.02,1,0.0276,0.0884,0.0628,0.298,0.675,111.257,260773,4
72864,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,2Foc5Q5nqNiosCNqttzHof,80,2013,electro,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07E-06,0.101,0.862,116.047,248413,4
72865,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers),69kOkLUCkxIZYexIgSG8rq,72,2013,electro,0.81,0.793,6,-9.404,0,0.0403,0.0378,1.77E-06,0.072,0.863,116.05,369627,4
72866,Daft Punk,Instant Crush (feat. Julian Casablancas),2cGxRwrMyEAp8dEbuZaVv6,75,2013,electro,0.775,0.585,10,-9.516,0,0.0271,0.0422,0.619,0.077,0.518,109.942,337560,4
73668,salvia palth,i was all over her,7svpAkwc6xaSxlbZ7V7JiS,77,2013,emo,0.529,0.353,7,-12.835,1,0.0292,0.788,0.853,0.116,0.0601,104.557,161463,4
73669,Paramore,Still into You,1yjY7rpaAQvKwpdUliHx0d,77,2013,emo,0.602,0.923,5,-3.763,1,0.044,0.0098,0,0.0561,0.765,136.01,216013,4
73670,salvia palth,(dream),39iczvfNkZstM8KY8dNDFC,73,2013,emo,0.328,0.301,0,-13.283,1,0.0366,0.926,0.825,0.118,0.167,147.398,84741,4
73671,Paramore,Ain't It Fun,1j8z4TTjJ1YOdoFEDwJTQa,72,2013,emo,0.61,0.893,9,-3.681,1,0.0921,0.154,4.41E-05,0.021,0.673,104.031,296520,4
73673,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),2E43WFS4rRc09za2r2GmZl,72,2013,emo,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32E-06,0.537,0.567,151.99,186827,4
74562,The Paper Kites,Bloom - Bonus Track,1HMQmOWrkieKYWlFsjUP3D,74,2013,folk,0.591,0.416,1,-9.794,1,0.0246,0.882,0.000641,0.112,0.415,96.003,210080,4
74563,The Paper Kites,Paint,6uHvbKL0Yi37AuvNRmUfMw,70,2013,folk,0.364,0.308,4,-13.052,1,0.0402,0.895,0.0023,0.123,0.387,73.328,191773,4
77591,Arctic Monkeys,I Wanna Be Yours,5XeFesFbtLpXzIVDNQP22n,91,2013,garage,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,183956,4
77592,Arctic Monkeys,Why'd You Only Call Me When You're High?,086myS9r57YsLbJpU0TgK9,85,2013,garage,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13E-05,0.104,0.8,92.004,161124,4
77593,Arctic Monkeys,Do I Wanna Know?,5FVd6KXrgO9B3JPmC8OPst,86,2013,garage,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,4
77594,Arctic Monkeys,Snap Out Of It,0NdTUS4UiNYCNn5FgVqKQY,78,2013,garage,0.728,0.638,5,-6.455,0,0.0336,0.249,0,0.116,0.872,130.014,193030,4
77595,Arctic Monkeys,Arabella,7nzsY8vlnKdvGOEE0rjAXZ,76,2013,garage,0.579,0.558,2,-6.986,1,0.0895,0.0202,1.26E-06,0.212,0.506,179.949,207357,4
77596,Arctic Monkeys,Knee Socks,2LGdO5MtFdyphi2EihANZG,74,2013,garage,0.665,0.542,11,-8.323,0,0.033,0.123,0.00291,0.342,0.587,97.975,257563,4
85732,Lil Wayne,Love Me,2XHzzp1j4IfTNp1FTn7YFg,79,2013,hip-hop,0.669,0.634,11,-6.476,1,0.0327,0.0125,0,0.0946,0.496,124.906,255053,4
85733,J. Cole,Power Trip (feat. Miguel),2uwnP6tZVVmTovzX5ELooy,76,2013,hip-hop,0.667,0.608,1,-7.054,1,0.216,0.324,0.000198,0.426,0.475,99.992,241160,4
85734,Childish Gambino,3005,5cc9Zbfp9u10sfJeKZ3h16,77,2013,hip-hop,0.664,0.447,6,-7.272,0,0.289,0.112,0,0.091,0.659,83.138,234215,4
